id,agency_id,agency_code,employee_code,first_name,last_name,full_name,gender,birth_date,nni,ethnicity,phone,email,role,status,hire_date,contract_type,salary_grade,created_at,updated_at
273,69,NDB-012,AG-NDB-012-01,Oumou,Sy,Oumou Sy,F,1997-09-03,9704520063,WOLOF,+22223867582,oumou.sy@nafadpay.mr,MANAGER,ACTIVE,2020-12-30,STAGE,A,2020-12-30T13:44:08.883Z,2024-02-25T19:21:02.397Z
274,69,NDB-012,AG-NDB-012-02,Yahya,Ould Wedadi,Yahya Ould Wedadi,M,1980-02-22,8004990291,MAURE,+22222668311,yahya.ouldwedadi@nafadpay.mr,CASHIER,ACTIVE,2021-07-26,CDI,D,2021-07-26T07:45:40.044Z,2023-07-23T22:36:44.677Z
275,69,NDB-012,AG-NDB-012-03,Binta,Fall,Binta Fall,F,1973-05-02,7304141224,WOLOF,+22234999628,binta.fall@nafadpay.mr,CASHIER,ACTIVE,2023-03-20,CDD,E,2023-03-20T04:21:02.074Z,2023-12-06T20:37:29.189Z
276,69,NDB-012,AG-NDB-012-04,Thierno,Camara,Thierno Camara,M,1980-06-28,8004559517,SONINKE,+22236179751,thierno.camara@nafadpay.mr,CASHIER,ACTIVE,2020-10-05,CDD,D,2020-10-05T20:19:32.182Z,2021-07-18T21:32:24.356Z
277,69,NDB-012,AG-NDB-012-05,Ahmedou,Ould Habiboullah,Ahmedou Ould Habiboullah,M,1999-05-12,9904071730,MAURE,+22236132341,ahmedou.ouldhabiboullah@nafadpay.mr,CASHIER,ACTIVE,2021-08-30,CDD,C,2021-08-30T11:26:39.087Z,2024-10-11T01:01:40.300Z
278,69,NDB-012,AG-NDB-012-06,Zeinab,Mint Cheikh,Zeinab Mint Cheikh,F,1996-08-02,9604208807,MAURE,+22245987615,zeinab.mintcheikh@nafadpay.mr,CASHIER,ACTIVE,2021-08-23,CDI,E,2021-08-23T12:40:01.704Z,2023-02-17T18:37:50.234Z
279,70,TRZ-001,AG-TRZ-001-01,Yahya,Ly,Yahya Ly,M,1971-01-20,7105792427,PEUL,+22225013276,yahya.ly@nafadpay.mr,MANAGER,ACTIVE,2020-01-27,CDD,B,2020-01-27T00:19:38.218Z,2021-11-15T21:40:33.054Z
280,70,TRZ-001,AG-TRZ-001-02,Brahim,Ould Nenni,Brahim Ould Nenni,M,1998-08-27,9805911216,MAURE,+22224450182,brahim.ouldnenni@nafadpay.mr,CASHIER,ACTIVE,2022-05-30,STAGE,C,2022-05-30T06:16:48.755Z,2024-06-02T11:30:33.659Z
281,71,TRZ-002,AG-TRZ-002-01,Mahjouba,Mint Maloum,Mahjouba Mint Maloum,F,1974-09-17,7405200121,MAURE,+22247737614,mahjouba.mintmaloum@nafadpay.mr,MANAGER,ACTIVE,2023-01-25,STAGE,B,2023-01-25T10:17:58.449Z,2024-06-29T07:36:22.418Z
282,71,TRZ-002,AG-TRZ-002-02,Habiboullah,Ould Vall,Habiboullah Ould Vall,M,1970-08-26,7005169233,MAURE,+22223851044,habiboullah.ouldvall@nafadpay.mr,CASHIER,ACTIVE,2020-03-17,CDI,D,2020-03-17T06:18:51.515Z,2023-10-30T02:27:52.689Z
283,71,TRZ-002,AG-TRZ-002-03,Soumaïla,Fall,Soumaïla Fall,M,1975-08-08,7505443097,PEUL,+22232747260,soumaïla.fall@nafadpay.mr,CASHIER,ACTIVE,2023-12-31,CDI,E,2023-12-31T08:46:05.743Z,2024-02-29T08:24:42.587Z
284,72,TRZ-003,AG-TRZ-003-01,Mokhtar,Ould Nagi,Mokhtar Ould Nagi,M,1991-03-27,9105807998,MAURE,+22232319456,mokhtar.ouldnagi@nafadpay.mr,MANAGER,ACTIVE,2022-10-23,CDI,A,2022-10-23T02:30:41.164Z,2023-01-03T04:55:20.714Z
285,72,TRZ-003,AG-TRZ-003-02,Mariama,Mbow,Mariama Mbow,F,1988-06-20,8805968431,PEUL,+22223038161,mariama.mbow@nafadpay.mr,CASHIER,ACTIVE,2023-07-20,CDD,D,2023-07-20T15:52:16.338Z,2023-09-26T17:00:27.711Z
286,72,TRZ-003,AG-TRZ-003-03,Mounina,Thiam,Mounina Thiam,F,1984-05-04,8405951451,WOLOF,+22224045533,mounina.thiam@nafadpay.mr,CASHIER,ACTIVE,2022-12-19,CDI,C,2022-12-19T16:19:48.749Z,2023-12-18T09:54:31.542Z
287,73,TRZ-004,AG-TRZ-004-01,Hawa,Diagana,Hawa Diagana,F,1989-10-11,8905311704,PEUL,+22246324957,hawa.diagana@nafadpay.mr,MANAGER,INACTIVE,2022-10-27,CDD,B,2022-10-27T06:15:42.730Z,2023-09-25T07:17:33.396Z
288,73,TRZ-004,AG-TRZ-004-02,Naima,Fall,Naima Fall,F,1995-04-13,9505143502,PEUL,+22225388677,naima.fall@nafadpay.mr,CASHIER,ACTIVE,2023-04-25,STAGE,C,2023-04-25T16:04:34.068Z,2024-12-13T00:23:25.397Z
289,73,TRZ-004,AG-TRZ-004-03,Saadbouh,Ould Abdallah,Saadbouh Ould Abdallah,M,1996-06-24,9605185880,MAURE,+22248670726,saadbouh.ouldabdallah@nafadpay.mr,CASHIER,ACTIVE,2022-05-01,CDI,E,2022-05-01T16:40:17.500Z,2022-12-28T09:35:26.976Z
290,73,TRZ-004,AG-TRZ-004-04,Moustapha,Ould Abeih,Moustapha Ould Abeih,M,1999-02-01,9905868623,MAURE,+22223099404,moustapha.ouldabeih@nafadpay.mr,CASHIER,ACTIVE,2020-11-09,STAGE,C,2020-11-09T04:54:18.851Z,2022-04-12T03:47:36.387Z
291,73,TRZ-004,AG-TRZ-004-05,Yacoub,Ould Abdel Aziz,Yacoub Ould Abdel Aziz,M,1990-05-24,9005687645,MAURE,+22248502283,yacoub.ouldabdelaziz@nafadpay.mr,CASHIER,ACTIVE,2021-02-20,CDI,C,2021-02-20T02:21:46.112Z,2023-12-11T07:34:19.345Z
292,74,TRZ-005,AG-TRZ-005-01,Oumou,Mint Taleb,Oumou Mint Taleb,F,1985-09-16,8505203924,MAURE,+22222542185,oumou.minttaleb@nafadpay.mr,MANAGER,ACTIVE,2021-07-05,STAGE,A,2021-07-05T21:44:42.193Z,2023-06-12T02:16:17.326Z
293,74,TRZ-005,AG-TRZ-005-02,Taleb,Bâ,Taleb Bâ,M,1972-07-20,7205357346,PEUL,+22247879107,taleb.bâ@nafadpay.mr,CASHIER,ACTIVE,2020-04-03,CDD,D,2020-04-03T23:26:41.803Z,2022-03-29T07:49:53.735Z
294,74,TRZ-005,AG-TRZ-005-03,Moustapha,Sall,Moustapha Sall,M,1988-02-07,8805826951,PEUL,+22249012518,moustapha.sall@nafadpay.mr,CASHIER,ACTIVE,2022-09-07,CDD,C,2022-09-07T08:06:14.030Z,2024-05-13T00:53:04.261Z
295,74,TRZ-005,AG-TRZ-005-04,Mohamed Lemine,Ould Jiddou,Mohamed Lemine Ould Jiddou,M,1994-08-04,9405987765,MAURE,+22244719230,mohamed lemine.ouldjiddou@nafadpay.mr,CASHIER,ACTIVE,2023-12-22,CDI,D,2023-12-22T22:42:33.336Z,2024-11-26T16:35:20.829Z
296,75,BRK-001,AG-BRK-001-01,Malick,Koné,Malick Koné,M,1993-03-04,9306769819,PEUL,+22222966215,malick.koné@nafadpay.mr,MANAGER,ACTIVE,2020-09-15,CDD,B,2020-09-15T00:39:40.164Z,2022-01-11T18:34:09.362Z
297,75,BRK-001,AG-BRK-001-02,Meymouna,Mint Vadel,Meymouna Mint Vadel,F,1986-09-21,8606058553,MAURE,+22224786467,meymouna.mintvadel@nafadpay.mr,CASHIER,ACTIVE,2023-07-18,CDI,E,2023-07-18T19:19:27.785Z,2023-09-17T03:12:50.225Z
298,76,BRK-002,AG-BRK-002-01,Mariem,Mint El Hacen,Mariem Mint El Hacen,F,1993-05-04,9306314455,MAURE,+22237849191,mariem.mintelhacen@nafadpay.mr,MANAGER,ACTIVE,2020-04-11,STAGE,A,2020-04-11T16:56:04.587Z,2021-12-11T03:30:53.710Z
299,76,BRK-002,AG-BRK-002-02,Mohamed,Ould Moulaye,Mohamed Ould Moulaye,M,1982-06-08,8206798695,MAURE,+22223217407,mohamed.ouldmoulaye@nafadpay.mr,CASHIER,ACTIVE,2021-09-26,CDD,D,2021-09-26T07:26:59.227Z,2024-10-09T13:17:39.414Z
300,76,BRK-002,AG-BRK-002-03,El Mokhtar,Sy,El Mokhtar Sy,M,1986-04-26,8606088006,SONINKE,+22242575554,el mokhtar.sy@nafadpay.mr,CASHIER,ACTIVE,2021-07-11,CDI,D,2021-07-11T05:03:59.287Z,2021-10-22T19:47:35.639Z
301,76,BRK-002,AG-BRK-002-04,Salka,Anne,Salka Anne,F,1992-06-10,9206848063,WOLOF,+22245270622,salka.anne@nafadpay.mr,CASHIER,ACTIVE,2022-04-25,CDI,E,2022-04-25T07:57:09.752Z,2022-06-03T18:04:55.393Z
302,76,BRK-002,AG-BRK-002-05,Abdel Kader,Ould Maloum,Abdel Kader Ould Maloum,M,1971-11-22,7106599737,MAURE,+22235608358,abdel kader.ouldmaloum@nafadpay.mr,CASHIER,ACTIVE,2022-06-15,CDD,E,2022-06-15T06:21:04.147Z,2024-06-13T01:02:12.467Z
303,76,BRK-002,AG-BRK-002-06,El Khalil,Soumaré,El Khalil Soumaré,M,1981-09-14,8106207363,WOLOF,+22223624571,el khalil.soumaré@nafadpay.mr,CASHIER,ACTIVE,2021-07-06,CDI,C,2021-07-06T20:23:16.322Z,2022-07-05T10:34:57.724Z
304,77,BRK-003,AG-BRK-003-01,Safiya,Mint Mahmoud,Safiya Mint Mahmoud,F,1977-06-28,7706922104,MAURE,+22225734824,safiya.mintmahmoud@nafadpay.mr,MANAGER,ACTIVE,2020-12-15,CDD,B,2020-12-15T16:30:00.601Z,2023-03-14T23:44:54.390Z
305,77,BRK-003,AG-BRK-003-02,Djibril,Sy,Djibril Sy,M,1974-11-18,7406122125,PEUL,+22223963725,djibril.sy@nafadpay.mr,CASHIER,ACTIVE,2023-09-23,STAGE,E,2023-09-23T21:46:53.207Z,2023-10-09T05:03:25.564Z
306,78,BRK-004,AG-BRK-004-01,Mbarka,Diop,Mbarka Diop,F,1983-10-25,8306336425,SONINKE,+22225275566,mbarka.diop@nafadpay.mr,MANAGER,ACTIVE,2022-07-22,CDI,A,2022-07-22T19:17:09.641Z,2022-10-20T12:21:51.512Z
307,78,BRK-004,AG-BRK-004-02,Brahim,Ould Moulaye,Brahim Ould Moulaye,M,1999-09-04,9906832388,MAURE,+22243068374,brahim.ouldmoulaye@nafadpay.mr,CASHIER,ACTIVE,2020-06-09,STAGE,E,2020-06-09T07:20:08.498Z,2021-07-13T16:35:08.090Z
308,78,BRK-004,AG-BRK-004-03,Maty,Guèye,Maty Guèye,F,1998-01-27,9806140749,WOLOF,+22245953687,maty.guèye@nafadpay.mr,CASHIER,ACTIVE,2020-12-16,CDD,D,2020-12-16T23:45:43.368Z,2024-08-23T19:01:59.961Z
309,78,BRK-004,AG-BRK-004-04,Adama,Dia,Adama Dia,M,1970-10-20,7006124213,PEUL,+22224761463,adama.dia@nafadpay.mr,CASHIER,ACTIVE,2022-10-07,CDI,E,2022-10-07T09:44:49.390Z,2023-01-29T18:13:00.997Z
310,79,GRG-001,AG-GRG-001-01,Mahjouba,Mint Taleb,Mahjouba Mint Taleb,F,1977-05-21,7707243897,MAURE,+22234930802,mahjouba.minttaleb@nafadpay.mr,MANAGER,ACTIVE,2022-07-28,CDI,B,2022-07-28T08:45:22.103Z,2024-03-23T00:10:55.279Z
311,79,GRG-001,AG-GRG-001-02,Koumba,Bâ,Koumba Bâ,F,1998-01-23,9807713386,PEUL,+22222548366,koumba.bâ@nafadpay.mr,CASHIER,ACTIVE,2023-10-08,CDI,D,2023-10-08T23:06:03.225Z,2023-12-13T16:11:00.433Z
312,79,GRG-001,AG-GRG-001-03,Jemila,Mint Horma,Jemila Mint Horma,F,1998-06-28,9807795780,MAURE,+22233352486,jemila.minthorma@nafadpay.mr,CASHIER,ACTIVE,2021-12-14,STAGE,D,2021-12-14T06:04:02.895Z,2022-11-24T15:59:25.113Z
313,79,GRG-001,AG-GRG-001-04,Abdel Rahman,Wane,Abdel Rahman Wane,M,1975-07-23,7507136874,WOLOF,+22233517552,abdel rahman.wane@nafadpay.mr,CASHIER,ACTIVE,2023-02-04,STAGE,E,2023-02-04T21:26:52.646Z,2023-12-16T06:13:19.830Z
314,80,GRG-002,AG-GRG-002-01,Wedadi,Ould El Mamy,Wedadi Ould El Mamy,M,1985-11-11,8507784885,MAURE,+22241195889,wedadi.ouldelmamy@nafadpay.mr,MANAGER,ACTIVE,2022-07-17,CDD,A,2022-07-17T03:09:34.280Z,2023-11-02T16:48:06.652Z
315,80,GRG-002,AG-GRG-002-02,Mokhtar,Sy,Mokhtar Sy,M,1970-09-03,7007741769,SONINKE,+22233692315,mokhtar.sy@nafadpay.mr,CASHIER,ACTIVE,2022-07-13,CDD,D,2022-07-13T23:13:57.858Z,2023-11-02T07:31:58.786Z
316,80,GRG-002,AG-GRG-002-03,Tidiane,Niang,Tidiane Niang,M,1978-08-25,7807864842,PEUL,+22244156505,tidiane.niang@nafadpay.mr,CASHIER,ACTIVE,2021-11-11,CDI,D,2021-11-11T04:16:42.350Z,2023-10-04T23:23:20.455Z
317,81,GRG-003,AG-GRG-003-01,Ablaye,Tall,Ablaye Tall,M,2000-09-28,0007381818,PEUL,+22247130531,ablaye.tall@nafadpay.mr,MANAGER,ACTIVE,2022-09-16,CDI,A,2022-09-16T07:08:45.487Z,2024-06-03T07:34:08.881Z
318,81,GRG-003,AG-GRG-003-02,Ahmedou,Thiam,Ahmedou Thiam,M,1974-11-21,7407072782,SONINKE,+22245312998,ahmedou.thiam@nafadpay.mr,CASHIER,ACTIVE,2023-01-01,STAGE,C,2023-01-01T15:29:20.970Z,2023-08-02T09:46:34.537Z
319,81,GRG-003,AG-GRG-003-03,Pape,Bathily,Pape Bathily,M,1970-08-04,7007380500,PEUL,+22225444934,pape.bathily@nafadpay.mr,CASHIER,ACTIVE,2021-01-14,CDI,C,2021-01-14T14:08:38.473Z,2023-07-17T12:44:56.217Z
320,81,GRG-003,AG-GRG-003-04,Defa,Mint Salem,Defa Mint Salem,F,1971-03-28,7107080249,MAURE,+22233222560,defa.mintsalem@nafadpay.mr,CASHIER,ACTIVE,2021-03-22,CDI,D,2021-03-22T10:44:30.590Z,2023-09-12T22:03:57.067Z
321,81,GRG-003,AG-GRG-003-05,Tourad,Sène,Tourad Sène,M,1971-05-25,7107635492,PEUL,+22247676937,tourad.sène@nafadpay.mr,CASHIER,ACTIVE,2022-04-02,CDI,C,2022-04-02T23:36:21.684Z,2022-04-25T05:43:22.997Z
322,82,GDM-001,AG-GDM-001-01,Maguette,Anne,Maguette Anne,F,1989-08-05,8908442959,PEUL,+22235465312,maguette.anne@nafadpay.mr,MANAGER,ACTIVE,2020-10-10,STAGE,B,2020-10-10T14:20:13.204Z,2024-07-30T14:06:29.902Z
323,82,GDM-001,AG-GDM-001-02,Idrissa,Ba,Idrissa Ba,M,1995-05-07,9508508634,PEUL,+22236988521,idrissa.ba@nafadpay.mr,CASHIER,ACTIVE,2022-10-13,STAGE,E,2022-10-13T02:41:26.603Z,2024-10-13T08:55:43.877Z
324,83,GDM-002,AG-GDM-002-01,Ely,Ndour,Ely Ndour,M,1972-11-07,7208722974,WOLOF,+22222345262,ely.ndour@nafadpay.mr,MANAGER,ACTIVE,2022-04-15,CDI,A,2022-04-15T03:24:16.089Z,2024-07-13T19:25:13.029Z
325,83,GDM-002,AG-GDM-002-02,Cheibany,Sy,Cheibany Sy,M,1970-03-16,7008419582,SONINKE,+22232395102,cheibany.sy@nafadpay.mr,CASHIER,ACTIVE,2021-05-07,CDI,C,2021-05-07T23:35:43.356Z,2023-10-28T18:24:24.225Z
326,83,GDM-002,AG-GDM-002-03,Soueidatt,Ould Isselmou,Soueidatt Ould Isselmou,M,1980-09-08,8008289678,MAURE,+22237146860,soueidatt.ouldisselmou@nafadpay.mr,CASHIER,ACTIVE,2021-01-15,CDD,D,2021-01-15T20:47:32.971Z,2021-07-17T11:48:10.429Z
327,83,GDM-002,AG-GDM-002-04,Cheibany,Ould Tourad,Cheibany Ould Tourad,M,1982-08-25,8208610612,MAURE,+22233815674,cheibany.ouldtourad@nafadpay.mr,CASHIER,ACTIVE,2022-04-26,CDD,E,2022-04-26T00:16:16.505Z,2022-08-20T10:51:12.428Z
328,84,ASB-001,AG-ASB-001-01,Ghali,Ould El Mamy,Ghali Ould El Mamy,M,1976-12-27,7609216157,MAURE,+22237758973,ghali.ouldelmamy@nafadpay.mr,MANAGER,ACTIVE,2022-12-01,CDD,A,2022-12-01T05:10:58.525Z,2023-01-07T03:59:48.947Z
329,84,ASB-001,AG-ASB-001-02,Zeinab,Diarra,Zeinab Diarra,F,1983-11-19,8309492599,WOLOF,+22223535238,zeinab.diarra@nafadpay.mr,CASHIER,ACTIVE,2023-02-10,CDI,D,2023-02-10T13:42:06.966Z,2023-05-09T12:10:42.265Z
330,84,ASB-001,AG-ASB-001-03,Defa,Sy,Defa Sy,F,1995-12-22,9509401569,PEUL,+22224854171,defa.sy@nafadpay.mr,CASHIER,INACTIVE,2020-10-28,CDD,C,2020-10-28T09:19:39.778Z,2022-06-17T10:48:16.887Z
331,84,ASB-001,AG-ASB-001-04,Moustapha,Ould Dah,Moustapha Ould Dah,M,1983-01-27,8309939641,MAURE,+22223512905,moustapha.oulddah@nafadpay.mr,CASHIER,ACTIVE,2023-05-15,STAGE,D,2023-05-15T19:58:36.934Z,2024-01-22T02:16:44.001Z
332,85,ASB-002,AG-ASB-002-01,Hamady,Ndour,Hamady Ndour,M,1983-04-21,8309522267,SONINKE,+22224352470,hamady.ndour@nafadpay.mr,MANAGER,INACTIVE,2020-10-13,CDI,B,2020-10-13T08:12:32.056Z,2021-02-09T10:02:11.234Z
333,85,ASB-002,AG-ASB-002-02,Vall,Ould Limam,Vall Ould Limam,M,1995-07-17,9509360350,MAURE,+22237698454,vall.ouldlimam@nafadpay.mr,CASHIER,ACTIVE,2023-06-03,CDI,C,2023-06-03T16:24:54.736Z,2023-09-30T04:10:46.086Z
334,85,ASB-002,AG-ASB-002-03,Awa,Ly,Awa Ly,F,2000-11-17,0009548376,PEUL,+22233433427,awa.ly@nafadpay.mr,CASHIER,ACTIVE,2022-04-09,CDD,E,2022-04-09T02:02:02.438Z,2022-10-29T17:12:51.747Z
335,86,ASB-003,AG-ASB-003-01,Youssouf,Diakité,Youssouf Diakité,M,1980-03-26,8009916126,SONINKE,+22225116462,youssouf.diakité@nafadpay.mr,MANAGER,ACTIVE,2022-09-09,CDD,B,2022-09-09T13:06:36.112Z,2023-03-24T20:52:07.955Z
336,86,ASB-003,AG-ASB-003-02,Nagi,Ould Ghali,Nagi Ould Ghali,M,1992-05-11,9209944018,MAURE,+22222956180,nagi.ouldghali@nafadpay.mr,CASHIER,ACTIVE,2022-08-14,STAGE,D,2022-08-14T13:43:23.187Z,2023-01-11T03:27:56.421Z
337,86,ASB-003,AG-ASB-003-03,Yacoub,Dieng,Yacoub Dieng,M,1992-08-14,9209233288,SONINKE,+22244465254,yacoub.dieng@nafadpay.mr,CASHIER,ACTIVE,2022-03-07,CDD,D,2022-03-07T16:16:56.679Z,2024-12-15T22:00:40.866Z
338,86,ASB-003,AG-ASB-003-04,Coumba,Mbow,Coumba Mbow,F,1989-08-02,8909966658,PEUL,+22232332217,coumba.mbow@nafadpay.mr,CASHIER,ACTIVE,2022-05-04,STAGE,C,2022-05-04T22:52:12.421Z,2022-05-28T10:45:12.147Z
339,86,ASB-003,AG-ASB-003-05,Aïda,Ndiaye,Aïda Ndiaye,F,1981-01-01,8109050777,WOLOF,+22242572993,aïda.ndiaye@nafadpay.mr,CASHIER,ACTIVE,2021-10-18,STAGE,C,2021-10-18T03:29:07.655Z,2022-02-05T14:45:14.632Z
340,86,ASB-003,AG-ASB-003-06,Aminetou,Dieng,Aminetou Dieng,F,1978-09-01,7809458988,PEUL,+22248225796,aminetou.dieng@nafadpay.mr,CASHIER,ACTIVE,2022-12-23,CDI,C,2022-12-23T21:01:16.078Z,2023-12-13T04:07:51.898Z
341,87,HCH-001,AG-HCH-001-01,El Hacen,Ndour,El Hacen Ndour,M,1995-12-10,9510970988,PEUL,+22234175371,el hacen.ndour@nafadpay.mr,MANAGER,ACTIVE,2022-09-16,CDD,B,2022-09-16T01:51:45.022Z,2024-09-30T18:35:11.511Z
342,87,HCH-001,AG-HCH-001-02,Aicha,Dieng,Aicha Dieng,F,1972-05-14,7210051567,SONINKE,+22224465108,aicha.dieng@nafadpay.mr,CASHIER,ACTIVE,2023-10-12,CDI,E,2023-10-12T22:46:03.055Z,2024-10-11T14:48:44.272Z
343,87,HCH-001,AG-HCH-001-03,Youssouf,Dia,Youssouf Dia,M,1981-04-07,8110312589,SONINKE,+22225547509,youssouf.dia@nafadpay.mr,CASHIER,INACTIVE,2022-11-13,CDI,E,2022-11-13T15:45:50.716Z,2023-06-28T12:27:19.959Z
344,87,HCH-001,AG-HCH-001-04,Amady,Ndour,Amady Ndour,M,1981-12-22,8110399988,WOLOF,+22223195326,amady.ndour@nafadpay.mr,CASHIER,ACTIVE,2022-03-19,CDI,E,2022-03-19T14:45:53.998Z,2022-12-11T01:50:23.568Z
345,87,HCH-001,AG-HCH-001-05,Tourad,Ould Hamoud,Tourad Ould Hamoud,M,1994-04-10,9410662323,MAURE,+22234432072,tourad.ouldhamoud@nafadpay.mr,CASHIER,ACTIVE,2021-08-07,CDD,C,2021-08-07T20:38:18.349Z,2022-07-19T14:44:00.819Z
346,88,HCH-002,AG-HCH-002-01,Yacoub,Dramé,Yacoub Dramé,M,2000-06-11,0010330984,PEUL,+22223978601,yacoub.dramé@nafadpay.mr,MANAGER,ACTIVE,2022-04-30,CDI,B,2022-04-30T12:58:30.536Z,2023-12-07T12:54:09.501Z
347,88,HCH-002,AG-HCH-002-02,Yacoub,Diallo,Yacoub Diallo,M,1993-09-16,9310869938,SONINKE,+22237057357,yacoub.diallo@nafadpay.mr,CASHIER,ACTIVE,2021-07-02,STAGE,C,2021-07-02T05:32:41.561Z,2022-03-09T20:07:33.169Z
348,88,HCH-002,AG-HCH-002-03,Isselmou,Sy,Isselmou Sy,M,2000-07-04,0010664366,PEUL,+22223638815,isselmou.sy@nafadpay.mr,CASHIER,ACTIVE,2020-03-30,STAGE,E,2020-03-30T09:14:10.551Z,2020-06-24T23:35:07.407Z
349,88,HCH-002,AG-HCH-002-04,Souleymane,Ould Moulaye,Souleymane Ould Moulaye,M,1991-06-19,9110426676,MAURE,+22222128375,souleymane.ouldmoulaye@nafadpay.mr,CASHIER,ACTIVE,2020-12-21,STAGE,D,2020-12-21T05:45:48.194Z,2023-10-08T10:55:17.817Z
350,89,HGH-001,AG-HGH-001-01,Alioune,Thiam,Alioune Thiam,M,1973-11-16,7311369404,PEUL,+22237262566,alioune.thiam@nafadpay.mr,MANAGER,ACTIVE,2023-09-11,STAGE,B,2023-09-11T21:45:26.998Z,2024-05-15T19:34:46.931Z
351,89,HGH-001,AG-HGH-001-02,Abdel Aziz,Ould Isselmou,Abdel Aziz Ould Isselmou,M,1978-12-01,7811983861,MAURE,+22224473306,abdel aziz.ouldisselmou@nafadpay.mr,CASHIER,ACTIVE,2021-09-14,CDD,D,2021-09-14T18:49:24.706Z,2022-02-23T17:26:29.174Z
352,89,HGH-001,AG-HGH-001-03,Fatima,Mint Limam,Fatima Mint Limam,F,1996-08-28,9611325344,MAURE,+22237714222,fatima.mintlimam@nafadpay.mr,CASHIER,ACTIVE,2021-04-24,STAGE,C,2021-04-24T16:33:52.297Z,2023-04-06T16:09:55.547Z
353,89,HGH-001,AG-HGH-001-04,Halima,Mint Soufi,Halima Mint Soufi,F,1974-10-22,7411817908,MAURE,+22222459473,halima.mintsoufi@nafadpay.mr,CASHIER,ACTIVE,2021-10-22,CDD,C,2021-10-22T10:15:36.331Z,2021-12-06T22:48:54.252Z
354,90,HGH-002,AG-HGH-002-01,Khadija,Diakité,Khadija Diakité,F,1977-10-01,7711765419,SONINKE,+22234743727,khadija.diakité@nafadpay.mr,MANAGER,ACTIVE,2022-03-06,CDI,B,2022-03-06T03:44:28.494Z,2023-11-05T21:39:30.524Z
355,90,HGH-002,AG-HGH-002-02,Mounina,Mint Abdel Kader,Mounina Mint Abdel Kader,F,1984-06-27,8411996693,MAURE,+22234604520,mounina.mintabdelkader@nafadpay.mr,CASHIER,ACTIVE,2020-01-25,CDD,E,2020-01-25T19:40:37.056Z,2020-03-01T09:11:01.649Z
356,91,ADR-001,AG-ADR-001-01,Mohamed Lemine,Ould Wedadi,Mohamed Lemine Ould Wedadi,M,1978-11-01,7812073244,MAURE,+22237146804,mohamed lemine.ouldwedadi@nafadpay.mr,MANAGER,ACTIVE,2021-03-16,STAGE,B,2021-03-16T16:22:52.161Z,2022-06-22T17:22:37.397Z
357,91,ADR-001,AG-ADR-001-02,Vadel,Ould Abdel Kader,Vadel Ould Abdel Kader,M,1979-10-09,7912842047,MAURE,+22245235318,vadel.ouldabdelkader@nafadpay.mr,CASHIER,ACTIVE,2020-01-09,STAGE,C,2020-01-09T17:59:52.010Z,2023-12-26T02:08:23.435Z
358,92,ADR-002,AG-ADR-002-01,Moussa,Touré,Moussa Touré,M,1984-03-03,8412524365,WOLOF,+22223857789,moussa.touré@nafadpay.mr,MANAGER,ACTIVE,2021-08-11,CDI,B,2021-08-11T05:43:46.374Z,2023-02-05T17:42:14.891Z
359,92,ADR-002,AG-ADR-002-02,Djibril,Diagana,Djibril Diagana,M,1998-05-27,9812522245,WOLOF,+22235152303,djibril.diagana@nafadpay.mr,CASHIER,ACTIVE,2020-03-15,CDI,D,2020-03-15T22:55:10.979Z,2024-03-20T03:44:37.861Z
360,92,ADR-002,AG-ADR-002-03,Mahjouba,Mint Maloum,Mahjouba Mint Maloum,F,1983-04-10,8312748520,MAURE,+22235280582,mahjouba.mintmaloum@nafadpay.mr,CASHIER,ACTIVE,2023-05-29,CDI,C,2023-05-29T16:44:20.135Z,2024-01-18T02:29:57.701Z
361,93,ADR-003,AG-ADR-003-01,Hawa,Koita,Hawa Koita,F,1970-04-12,7012281731,SONINKE,+22224023556,hawa.koita@nafadpay.mr,MANAGER,ACTIVE,2022-11-24,CDD,B,2022-11-24T12:37:09.281Z,2023-05-04T23:04:16.820Z
362,93,ADR-003,AG-ADR-003-02,Meymouna,Mint Mokhtar,Meymouna Mint Mokhtar,F,1999-10-22,9912336429,MAURE,+22223045744,meymouna.mintmokhtar@nafadpay.mr,CASHIER,ACTIVE,2021-03-12,STAGE,D,2021-03-12T18:01:07.256Z,2022-07-16T05:40:45.221Z
363,93,ADR-003,AG-ADR-003-03,Aicha,Mint Zein,Aicha Mint Zein,F,1976-10-21,7612207151,MAURE,+22241469304,aicha.mintzein@nafadpay.mr,CASHIER,ACTIVE,2022-11-27,STAGE,D,2022-11-27T19:37:40.191Z,2024-06-28T19:34:42.391Z
364,93,ADR-003,AG-ADR-003-04,Lamine,Anne,Lamine Anne,M,1981-08-07,8112706724,WOLOF,+22245658097,lamine.anne@nafadpay.mr,CASHIER,ACTIVE,2023-08-01,CDI,C,2023-08-01T00:51:16.670Z,2024-04-26T13:45:39.506Z
365,93,ADR-003,AG-ADR-003-05,Nagi,Ould Vall,Nagi Ould Vall,M,1988-10-14,8812114702,MAURE,+22237803613,nagi.ouldvall@nafadpay.mr,CASHIER,INACTIVE,2021-10-20,CDI,C,2021-10-20T14:10:04.229Z,2023-09-24T23:07:56.040Z
