id,code,mcc,name,category_code,category_label,owner_first_name,owner_last_name,owner_full_name,owner_gender,owner_ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,address,latitude,longitude,commission_rate,avg_transaction_min,avg_transaction_max,status,registration_date,created_at,updated_at
231,MRC999445,4121,undefined Ksar Nouakchott-Nord,TRN,,Hamidou,Koita,Hamidou Koita,M,WOLOF,+22235741318,undefinedksarno@nafadpay.mr,1,Nouakchott-Nord,1,,29 Avenue Gamal,NaN,NaN,0.0111,200,3000,ACTIVE,2022-05-18,2022-05-18T18:32:58.671Z,2024-05-30T08:26:34.683Z
232,MRC609199,5812,undefined Plus Nouakchott-Ouest,RST,,Banna,Diallo,Banna Diallo,F,WOLOF,+22223741318,undefinedplusno@nafadpay.mr,2,Nouakchott-Ouest,6,,121 Avenue Gamal,NaN,NaN,0.0078,300,5000,ACTIVE,2024-09-30,2024-09-30T14:55:05.642Z,2024-12-02T07:33:46.403Z
233,MRC556795,8211,undefined Ksar Tiris Zemmour,EDU,,Ahmed Baba,Sall,Ahmed Baba Sall,M,SONINKE,+22246741318,undefinedksarti@nafadpay.mr,15,Tiris Zemmour,54,,33 Avenue de la Paix,NaN,NaN,0.0098,10000,100000,ACTIVE,2021-04-30,2021-04-30T06:11:44.307Z,2021-05-01T15:24:24.494Z
234,MRC095404,4812,undefined El Wafa Nouakchott-Ouest,TEL,,El Khalil,Ould Eleya,El Khalil Ould Eleya,M,MAURE,+22243741318,undefinedelwafa@nafadpay.mr,2,Nouakchott-Ouest,5,,39 Avenue Nasser,NaN,NaN,0.0143,500,10000,ACTIVE,2023-06-30,2023-06-30T11:05:10.482Z,2023-10-08T13:03:49.449Z
235,MRC186356,5541,undefined Teyarett Guidimaka,CRB,,Aminetou,Sy,Aminetou Sy,F,PEUL,+22222741318,undefinedteyare@nafadpay.mr,8,Guidimaka,29,,146 Avenue Principale,NaN,NaN,0.0287,1000,20000,ACTIVE,2022-03-16,2022-03-16T13:58:05.210Z,2024-02-07T22:50:31.958Z
236,MRC213153,5732,undefined Center Nouakchott-Nord,ELC,,Oumou,Sow,Oumou Sow,F,PEUL,+22247741318,undefinedcenter@nafadpay.mr,1,Nouakchott-Nord,3,,9 Avenue Gamal,NaN,NaN,0.0169,5000,200000,ACTIVE,2023-09-13,2023-09-13T19:46:48.955Z,2024-12-18T22:09:36.658Z
237,MRC438011,4812,undefined de Nouakchott Nouakchott-Ouest,TEL,,Mountaga,Niang,Mountaga Niang,M,WOLOF,+22224741318,undefineddenoua@nafadpay.mr,2,Nouakchott-Ouest,5,,169 Avenue du Commerce,NaN,NaN,0.0208,500,10000,ACTIVE,2023-11-02,2023-11-02T15:48:00.502Z,2024-04-08T11:57:55.240Z
238,MRC702256,4121,undefined de Nouakchott Tiris Zemmour,TRN,,Hafsata,Mint Ghali,Hafsata Mint Ghali,F,MAURE,+22225741318,undefineddenoua@nafadpay.mr,15,Tiris Zemmour,53,,198 Avenue Principale,NaN,NaN,0.0167,200,3000,ACTIVE,2022-07-31,2022-07-31T11:18:38.294Z,2024-04-27T07:06:53.810Z
239,MRC503839,5411,undefined de la Corniche Nouakchott-Nord,ALM,,Nouh,Sène,Nouh Sène,M,WOLOF,+22242918118,undefineddelaco@nafadpay.mr,1,Nouakchott-Nord,3,,162 Avenue de la Paix,NaN,NaN,0.018,200,5000,ACTIVE,2021-02-05,2021-02-05T02:55:59.854Z,2022-08-23T20:58:56.453Z
240,MRC818305,5541,undefined Al Madina Nouakchott-Nord,CRB,,Alpha,Wade,Alpha Wade,M,SONINKE,+22235301162,undefinedalmadi@nafadpay.mr,1,Nouakchott-Nord,3,,6 Avenue Nasser,NaN,NaN,0.0248,1000,20000,ACTIVE,2022-10-11,2022-10-11T03:17:44.601Z,2024-11-06T22:59:28.468Z
241,MRC325015,5651,undefined Teyarett Dakhlet Nouadhibou,HAB,,Boubacar,Ould Mahmoud,Boubacar Ould Mahmoud,M,MAURE,+22246844797,undefinedteyare@nafadpay.mr,4,Dakhlet Nouadhibou,10,,83 Avenue du Commerce,NaN,NaN,0.025,2000,30000,ACTIVE,2022-07-24,2022-07-24T05:19:49.855Z,2024-05-22T07:43:41.867Z
242,MRC876285,5912,undefined du Sahel Nouakchott-Sud,SAN,,Mariem,Mint Bouha,Mariem Mint Bouha,F,MAURE,+22242991362,undefineddusahe@nafadpay.mr,3,Nouakchott-Sud,7,,159 Avenue Nasser,NaN,NaN,0.0133,500,50000,INACTIVE,2021-05-25,2021-05-25T01:34:50.868Z,2022-05-26T10:21:42.256Z
243,MRC074212,5812,undefined Capital Trarza,RST,,Hafsata,Thiaw,Hafsata Thiaw,F,SONINKE,+22247913599,undefinedcapita@nafadpay.mr,5,Trarza,15,,109 Avenue Principale,NaN,NaN,0.0239,300,5000,ACTIVE,2023-07-04,2023-07-04T23:00:05.241Z,2024-09-09T21:03:15.925Z
244,MRC471112,4812,undefined El Khair Gorgol,TEL,,Mahjouba,Mint Brahim,Mahjouba Mint Brahim,F,MAURE,+22236741318,undefinedelkhai@nafadpay.mr,7,Gorgol,26,,110 Avenue de la Paix,NaN,NaN,0.0196,500,10000,ACTIVE,2021-11-23,2021-11-23T19:06:10.499Z,2023-11-25T18:25:10.459Z
245,MRC535049,5411,undefined El Khair Nouakchott-Sud,ALM,,Zahra,Mint El Hacen,Zahra Mint El Hacen,F,MAURE,+22237741318,undefinedelkhai@nafadpay.mr,3,Nouakchott-Sud,7,,163 Avenue Gamal,NaN,NaN,0.0259,200,5000,INACTIVE,2022-01-01,2022-01-01T00:39:39.234Z,2022-06-28T03:00:50.097Z
246,MRC144634,5211,undefined El Wafa Hodh Ech Chargui,BTP,,Sekou,Gaye,Sekou Gaye,M,WOLOF,+22235936119,undefinedelwafa@nafadpay.mr,10,Hodh Ech Chargui,40,,6 Avenue du Commerce,NaN,NaN,0.0239,5000,500000,INACTIVE,2021-06-11,2021-06-11T10:26:01.836Z,2023-09-27T00:56:25.683Z
247,MRC421642,7011,undefined du Marché Nouakchott-Nord,HTL,,Hamoud,Kanouté,Hamoud Kanouté,M,PEUL,+22245447352,undefineddumarc@nafadpay.mr,1,Nouakchott-Nord,2,,119 Avenue Principale,NaN,NaN,0.0161,20000,200000,INACTIVE,2023-01-31,2023-01-31T08:32:36.942Z,2023-02-28T11:25:55.023Z
248,MRC529011,5411,undefined Al Amane Dakhlet Nouadhibou,ALM,,Moussa,Anne,Moussa Anne,M,PEUL,+22249741318,undefinedalaman@nafadpay.mr,4,Dakhlet Nouadhibou,10,,2 Avenue du Commerce,NaN,NaN,0.0189,200,5000,ACTIVE,2021-07-14,2021-07-14T21:49:51.406Z,2024-03-04T18:32:42.710Z
249,MRC489994,5812,undefined Plus Brakna,RST,,Seynabou,Tall,Seynabou Tall,F,PEUL,+22224487349,undefinedplusbr@nafadpay.mr,6,Brakna,19,,153 Avenue de la Paix,NaN,NaN,0.0128,300,5000,ACTIVE,2022-05-09,2022-05-09T18:21:50.963Z,2022-09-25T10:16:20.963Z
250,MRC828658,5411,undefined Center Tagant,ALM,,Mohamed Vall,Sissoko,Mohamed Vall Sissoko,M,SONINKE,+22223740344,undefinedcenter@nafadpay.mr,13,Tagant,50,,31 Avenue de la Paix,NaN,NaN,0.0153,200,5000,ACTIVE,2024-01-13,2024-01-13T20:00:22.882Z,2024-07-01T21:36:01.626Z
251,MRC826940,5411,undefined de Nouakchott Assaba,ALM,,Soumaïla,Touré,Soumaïla Touré,M,WOLOF,+22233170878,undefineddenoua@nafadpay.mr,9,Assaba,32,,174 Avenue du Commerce,NaN,NaN,0.0214,200,5000,ACTIVE,2022-02-24,2022-02-24T15:44:35.235Z,2024-12-18T06:33:27.522Z
252,MRC993803,7299,undefined de la Paix Nouakchott-Ouest,SRV,,Aziza,Mint Cheikh,Aziza Mint Cheikh,F,MAURE,+22241629061,undefineddelapa@nafadpay.mr,2,Nouakchott-Ouest,6,,54 Avenue Gamal,NaN,NaN,0.0282,1000,20000,ACTIVE,2022-12-12,2022-12-12T23:43:24.790Z,2023-10-21T23:11:34.418Z
253,MRC563727,5541,undefined de Nouakchott Nouakchott-Ouest,CRB,,Abdel Aziz,Gaye,Abdel Aziz Gaye,M,SONINKE,+22242030751,undefineddenoua@nafadpay.mr,2,Nouakchott-Ouest,4,,153 Avenue Principale,NaN,NaN,0.0084,1000,20000,ACTIVE,2021-08-14,2021-08-14T21:52:55.174Z,2023-08-23T21:34:35.765Z
254,MRC852913,7299,undefined El Khair Assaba,SRV,,Khadija,Mint Ahmedou,Khadija Mint Ahmedou,F,MAURE,+22233546401,undefinedelkhai@nafadpay.mr,9,Assaba,30,,88 Avenue Principale,NaN,NaN,0.0292,1000,20000,ACTIVE,2024-03-18,2024-03-18T00:26:35.715Z,2024-05-02T12:29:05.360Z
255,MRC091550,5912,undefined de la Paix Nouakchott-Ouest,SAN,,Maguette,Tall,Maguette Tall,M,PEUL,+22225140745,undefineddelapa@nafadpay.mr,2,Nouakchott-Ouest,4,,104 Avenue de la Paix,NaN,NaN,0.011,500,50000,ACTIVE,2024-12-17,2024-12-17T08:06:57.342Z,2024-12-22T09:58:28.363Z
256,MRC160570,4121,undefined du Progrès Nouakchott-Ouest,TRN,,Mohamed Vall,Ould Mokhtar,Mohamed Vall Ould Mokhtar,M,MAURE,+22233741318,undefinedduprog@nafadpay.mr,2,Nouakchott-Ouest,6,,6 Avenue Nasser,NaN,NaN,0.0276,200,3000,ACTIVE,2021-10-25,2021-10-25T15:33:39.202Z,2024-02-20T08:22:52.864Z
257,MRC518375,5651,undefined du Sahel Nouakchott-Ouest,HAB,,El Hacen,Ould Limam,El Hacen Ould Limam,M,MAURE,+22233204816,undefineddusahe@nafadpay.mr,2,Nouakchott-Ouest,4,,51 Avenue Gamal,NaN,NaN,0.025,2000,30000,ACTIVE,2023-10-13,2023-10-13T03:48:38.085Z,2024-02-21T09:33:25.512Z
258,MRC059566,8211,undefined du Sahel Tiris Zemmour,EDU,,Brahim,Fall,Brahim Fall,M,PEUL,+22225848523,undefineddusahe@nafadpay.mr,15,Tiris Zemmour,54,,107 Avenue Gamal,NaN,NaN,0.0164,10000,100000,ACTIVE,2021-11-23,2021-11-23T02:21:25.015Z,2023-12-20T10:13:06.483Z
259,MRC533516,8211,undefined Ksar Trarza,EDU,,Isselmou,Ould El Mamy,Isselmou Ould El Mamy,M,MAURE,+22237392096,undefinedksartr@nafadpay.mr,5,Trarza,11,,69 Avenue de la Paix,NaN,NaN,0.0156,10000,100000,ACTIVE,2023-03-14,2023-03-14T15:22:06.466Z,2023-07-10T14:07:00.932Z
260,MRC428147,5651,undefined Ksar Dakhlet Nouadhibou,HAB,,Modibo,Kane,Modibo Kane,M,SONINKE,+22237717273,undefinedksarda@nafadpay.mr,4,Dakhlet Nouadhibou,10,,126 Avenue Principale,NaN,NaN,0.0284,2000,30000,ACTIVE,2022-10-31,2022-10-31T15:43:14.681Z,2023-12-19T23:05:59.129Z
261,MRC418158,4121,undefined de la Paix Nouakchott-Nord,TRN,,Tamba,Kanouté,Tamba Kanouté,M,PEUL,+22223400314,undefineddelapa@nafadpay.mr,1,Nouakchott-Nord,2,,95 Avenue Gamal,NaN,NaN,0.018,200,3000,ACTIVE,2022-03-26,2022-03-26T12:56:52.756Z,2022-10-19T04:26:25.352Z
262,MRC945839,4121,undefined du Marché Tiris Zemmour,TRN,,Khadijetou,Mint Hadrami,Khadijetou Mint Hadrami,F,MAURE,+22224727519,undefineddumarc@nafadpay.mr,15,Tiris Zemmour,55,,93 Avenue de la Paix,NaN,NaN,0.0147,200,3000,ACTIVE,2024-04-12,2024-04-12T14:54:22.465Z,2024-08-07T04:24:48.689Z
263,MRC043915,5651,undefined du Sahel Nouakchott-Ouest,HAB,,Cheikh Sidiya,Baldé,Cheikh Sidiya Baldé,M,PEUL,+22224501527,undefineddusahe@nafadpay.mr,2,Nouakchott-Ouest,6,,48 Avenue Nasser,NaN,NaN,0.0119,2000,30000,INACTIVE,2022-07-01,2022-07-01T04:32:02.258Z,2022-07-22T11:13:56.511Z
264,MRC473306,7011,undefined Express Nouakchott-Ouest,HTL,,Mamadou,Kanouté,Mamadou Kanouté,M,PEUL,+22243556233,undefinedexpres@nafadpay.mr,2,Nouakchott-Ouest,6,,69 Avenue Principale,NaN,NaN,0.0071,20000,200000,ACTIVE,2022-06-29,2022-06-29T17:24:01.538Z,2024-12-12T01:24:53.856Z
265,MRC835438,5541,undefined El Khair Nouakchott-Nord,CRB,,Adama,Fofana,Adama Fofana,M,PEUL,+22222524367,undefinedelkhai@nafadpay.mr,1,Nouakchott-Nord,2,,56 Avenue de la Paix,NaN,NaN,0.0151,1000,20000,ACTIVE,2021-02-05,2021-02-05T02:15:08.735Z,2021-02-24T10:27:28.406Z
266,MRC228453,7011,undefined de la Paix Nouakchott-Ouest,HTL,,Kelthoum,Diarra,Kelthoum Diarra,F,WOLOF,+22249165383,undefineddelapa@nafadpay.mr,2,Nouakchott-Ouest,5,,18 Avenue Principale,NaN,NaN,0.0172,20000,200000,ACTIVE,2022-04-21,2022-04-21T07:57:54.181Z,2022-11-13T11:53:00.576Z
267,MRC714651,5411,undefined El Khair Nouakchott-Ouest,ALM,,Moctar,Ould Hamoud,Moctar Ould Hamoud,M,MAURE,+22234741318,undefinedelkhai@nafadpay.mr,2,Nouakchott-Ouest,6,,43 Avenue de la Paix,NaN,NaN,0.0266,200,5000,ACTIVE,2022-07-07,2022-07-07T18:27:00.090Z,2024-06-05T01:34:05.226Z
268,MRC744954,8211,undefined Essalem Dakhlet Nouadhibou,EDU,,Wedadi,Gaye,Wedadi Gaye,M,WOLOF,+22244246791,undefinedessale@nafadpay.mr,4,Dakhlet Nouadhibou,10,,114 Avenue Nasser,NaN,NaN,0.0284,10000,100000,ACTIVE,2024-07-21,2024-07-21T23:52:55.252Z,2024-08-12T00:58:02.861Z
269,MRC767764,5411,undefined Express Nouakchott-Ouest,ALM,,Sory,Yatabaré,Sory Yatabaré,M,PEUL,+22241553402,undefinedexpres@nafadpay.mr,2,Nouakchott-Ouest,4,,199 Avenue Nasser,NaN,NaN,0.0156,200,5000,ACTIVE,2023-05-08,2023-05-08T17:21:06.208Z,2024-01-11T13:16:25.469Z
270,MRC677990,5812,undefined Center Trarza,RST,,Sidi Mohamed,Thiam,Sidi Mohamed Thiam,M,PEUL,+22242249827,undefinedcenter@nafadpay.mr,5,Trarza,11,,136 Avenue Principale,NaN,NaN,0.0173,300,5000,ACTIVE,2024-12-21,2024-12-21T22:53:14.017Z,2024-12-22T14:55:02.322Z
271,MRC333604,5541,undefined Plus Nouakchott-Ouest,CRB,,Moulaye,Ould Tourad,Moulaye Ould Tourad,M,MAURE,+22223817975,undefinedplusno@nafadpay.mr,2,Nouakchott-Ouest,5,,108 Avenue Gamal,NaN,NaN,0.0084,1000,20000,ACTIVE,2021-01-12,2021-01-12T08:24:32.951Z,2022-10-03T09:06:21.517Z
272,MRC792236,5651,undefined El Baraka Adrar,HAB,,Aziza,Mint Ahmed,Aziza Mint Ahmed,F,MAURE,+22224159686,undefinedelbara@nafadpay.mr,12,Adrar,45,,188 Avenue Principale,NaN,NaN,0.0094,2000,30000,INACTIVE,2022-05-11,2022-05-11T22:21:41.978Z,2023-09-30T06:46:54.750Z
273,MRC565761,5999,undefined Ksar Nouakchott-Ouest,AUT,,El Mokhtar,Ould Soufi,El Mokhtar Ould Soufi,M,MAURE,+22223544423,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,4,,71 Avenue du Commerce,NaN,NaN,0.0268,500,50000,ACTIVE,2021-02-17,2021-02-17T03:16:56.044Z,2021-07-22T12:28:25.143Z
274,MRC733562,5812,undefined Al Madina Brakna,RST,,Khalil,Ould Salem,Khalil Ould Salem,M,MAURE,+22223971687,undefinedalmadi@nafadpay.mr,6,Brakna,18,,119 Avenue de la Paix,NaN,NaN,0.0086,300,5000,INACTIVE,2022-10-04,2022-10-04T13:54:10.221Z,2023-07-10T04:15:43.188Z
275,MRC193190,5812,undefined de Nouakchott Nouakchott-Ouest,RST,,Fatoumata,Doucouré,Fatoumata Doucouré,F,PEUL,+22244390082,undefineddenoua@nafadpay.mr,2,Nouakchott-Ouest,6,,16 Avenue Principale,NaN,NaN,0.0061,300,5000,ACTIVE,2024-06-06,2024-06-06T09:22:59.754Z,2024-07-26T10:15:21.428Z
276,MRC267738,5411,undefined Essalem Tiris Zemmour,ALM,,Souleymane,Ould Jiddou,Souleymane Ould Jiddou,M,MAURE,+22232741318,undefinedessale@nafadpay.mr,15,Tiris Zemmour,55,,1 Avenue du Commerce,NaN,NaN,0.011,200,5000,ACTIVE,2021-07-15,2021-07-15T05:35:16.111Z,2021-08-23T10:56:00.136Z
277,MRC547733,7299,undefined du Progrès Nouakchott-Ouest,SRV,,Kéba,Thiam,Kéba Thiam,M,PEUL,+22225024636,undefinedduprog@nafadpay.mr,2,Nouakchott-Ouest,6,,23 Avenue Principale,NaN,NaN,0.0097,1000,20000,ACTIVE,2024-12-27,2024-12-27T03:52:15.440Z,2024-12-28T05:35:45.462Z
278,MRC405452,7299,undefined Center Nouakchott-Ouest,SRV,,Lemrabott,Sissoko,Lemrabott Sissoko,M,WOLOF,+22224358180,undefinedcenter@nafadpay.mr,2,Nouakchott-Ouest,4,,65 Avenue Principale,NaN,NaN,0.0065,1000,20000,ACTIVE,2023-01-05,2023-01-05T04:22:01.959Z,2023-01-09T01:06:48.941Z
279,MRC188664,7011,undefined El Khair Nouakchott-Ouest,HTL,,Zahra,Mint Habiboullah,Zahra Mint Habiboullah,F,MAURE,+22248741318,undefinedelkhai@nafadpay.mr,2,Nouakchott-Ouest,5,,16 Avenue Principale,NaN,NaN,0.0226,20000,200000,ACTIVE,2021-12-17,2021-12-17T00:10:06.459Z,2022-06-17T11:46:45.476Z
280,MRC987732,4812,undefined du Sahel Nouakchott-Nord,TEL,,Fanta,Sissoko,Fanta Sissoko,F,PEUL,+22224028911,undefineddusahe@nafadpay.mr,1,Nouakchott-Nord,1,,6 Avenue de la Paix,NaN,NaN,0.0058,500,10000,ACTIVE,2021-03-24,2021-03-24T13:23:18.638Z,2022-01-14T02:11:06.541Z
281,MRC931591,5211,undefined de la Paix Nouakchott-Sud,BTP,,Salka,Mint Jiddou,Salka Mint Jiddou,F,MAURE,+22246994636,undefineddelapa@nafadpay.mr,3,Nouakchott-Sud,9,,71 Avenue du Commerce,NaN,NaN,0.0056,5000,500000,ACTIVE,2022-04-09,2022-04-09T21:19:27.425Z,2023-05-08T14:58:11.666Z
282,MRC565998,5411,undefined de Nouakchott Nouakchott-Ouest,ALM,,Mohamed Vall,Ould Mahmoud,Mohamed Vall Ould Mahmoud,M,MAURE,+22247894394,undefineddenoua@nafadpay.mr,2,Nouakchott-Ouest,6,,135 Avenue Principale,NaN,NaN,0.0146,200,5000,ACTIVE,2022-07-31,2022-07-31T01:24:24.294Z,2023-02-09T20:38:50.588Z
283,MRC829004,5732,undefined de Nouakchott Gorgol,ELC,,Adama,Sarr,Adama Sarr,M,SONINKE,+22245741318,undefineddenoua@nafadpay.mr,7,Gorgol,25,,188 Avenue de la Paix,NaN,NaN,0.0168,5000,200000,ACTIVE,2021-06-06,2021-06-06T17:15:08.503Z,2024-05-18T19:01:56.608Z
284,MRC084458,5732,undefined Al Amane Dakhlet Nouadhibou,ELC,,Mbareck,Ould Hadrami,Mbareck Ould Hadrami,M,MAURE,+22244741318,undefinedalaman@nafadpay.mr,4,Dakhlet Nouadhibou,10,,138 Avenue Nasser,NaN,NaN,0.0123,5000,200000,ACTIVE,2021-04-16,2021-04-16T00:21:17.422Z,2021-06-16T03:00:51.155Z
285,MRC778747,5541,undefined Ksar Gorgol,CRB,,Mahfoudh,Ould Nenni,Mahfoudh Ould Nenni,M,MAURE,+22241741318,undefinedksargo@nafadpay.mr,7,Gorgol,23,,128 Avenue Gamal,NaN,NaN,0.0262,1000,20000,ACTIVE,2021-07-07,2021-07-07T04:07:32.603Z,2022-11-13T11:09:48.912Z
286,MRC257366,5912,undefined Central Nouakchott-Ouest,SAN,,Moctar,Ould Jiddou,Moctar Ould Jiddou,M,MAURE,+22242741318,undefinedcentra@nafadpay.mr,2,Nouakchott-Ouest,5,,19 Avenue du Commerce,NaN,NaN,0.0241,500,50000,INACTIVE,2022-02-01,2022-02-01T01:23:38.350Z,2023-11-30T01:28:43.669Z
287,MRC081582,5411,undefined de la Corniche Guidimaka,ALM,,Tekber,Mint Ethmane,Tekber Mint Ethmane,F,MAURE,+22236392011,undefineddelaco@nafadpay.mr,8,Guidimaka,29,,135 Avenue Nasser,NaN,NaN,0.0267,200,5000,INACTIVE,2021-06-22,2021-06-22T23:38:32.917Z,2023-01-22T06:30:17.253Z
288,MRC120408,5411,undefined Al Amane Hodh El Gharbi,ALM,,Mohamed Lemine,Sène,Mohamed Lemine Sène,M,PEUL,+22247741319,undefinedalaman@nafadpay.mr,11,Hodh El Gharbi,41,,136 Avenue Gamal,NaN,NaN,0.0224,200,5000,ACTIVE,2022-07-09,2022-07-09T06:54:12.672Z,2023-08-12T09:30:46.285Z
289,MRC321723,5411,undefined du Progrès Nouakchott-Nord,ALM,,Isselmou,Ould Horma,Isselmou Ould Horma,M,MAURE,+22224031011,undefinedduprog@nafadpay.mr,1,Nouakchott-Nord,1,,80 Avenue du Commerce,NaN,NaN,0.0187,200,5000,ACTIVE,2024-11-14,2024-11-14T08:54:57.380Z,2024-12-10T18:50:01.243Z
290,MRC285536,5651,undefined Plus Hodh El Gharbi,HAB,,Saadbouh,Ould Mokhtar,Saadbouh Ould Mokhtar,M,MAURE,+22236741319,undefinedplusho@nafadpay.mr,11,Hodh El Gharbi,43,,15 Avenue Gamal,NaN,NaN,0.022,2000,30000,ACTIVE,2021-03-05,2021-03-05T11:58:14.863Z,2021-03-16T06:52:12.531Z
291,MRC248670,5411,undefined El Khair Trarza,ALM,,Soueidatt,Ould Moulaye,Soueidatt Ould Moulaye,M,MAURE,+22223741319,undefinedelkhai@nafadpay.mr,5,Trarza,16,,171 Avenue Nasser,NaN,NaN,0.01,200,5000,INACTIVE,2021-01-11,2021-01-11T16:19:38.435Z,2021-03-26T15:39:31.776Z
292,MRC522550,5411,undefined Center Dakhlet Nouadhibou,ALM,,Abdoul,Sy,Abdoul Sy,M,PEUL,+22225096609,undefinedcenter@nafadpay.mr,4,Dakhlet Nouadhibou,10,,98 Avenue Principale,NaN,NaN,0.0102,200,5000,ACTIVE,2021-09-01,2021-09-01T13:43:05.144Z,2023-12-16T05:02:45.008Z
293,MRC625271,4812,undefined de la Paix Guidimaka,TEL,,Naha,Bathily,Naha Bathily,F,PEUL,+22222395272,undefineddelapa@nafadpay.mr,8,Guidimaka,29,,42 Avenue de la Paix,NaN,NaN,0.0191,500,10000,ACTIVE,2022-01-09,2022-01-09T20:37:50.779Z,2022-01-24T22:58:17.024Z
294,MRC454828,5812,undefined Teyarett Nouakchott-Ouest,RST,,Mbarka,Mint Messoud,Mbarka Mint Messoud,F,MAURE,+22225741319,undefinedteyare@nafadpay.mr,2,Nouakchott-Ouest,6,,106 Avenue Gamal,NaN,NaN,0.0161,300,5000,INACTIVE,2024-12-29,2024-12-29T23:12:51.075Z,2024-12-30T05:55:40.415Z
295,MRC458557,5541,undefined Essalem Nouakchott-Nord,CRB,,Siaka,Thiam,Siaka Thiam,M,PEUL,+22235741319,undefinedessale@nafadpay.mr,1,Nouakchott-Nord,3,,149 Avenue Gamal,NaN,NaN,0.0161,1000,20000,ACTIVE,2023-02-19,2023-02-19T14:42:20.070Z,2023-08-26T01:36:01.455Z
296,MRC212436,5411,undefined du Marché Nouakchott-Sud,ALM,,Sekou,Tall,Sekou Tall,M,PEUL,+22233741319,undefineddumarc@nafadpay.mr,3,Nouakchott-Sud,7,,89 Avenue du Commerce,NaN,NaN,0.008,200,5000,ACTIVE,2022-02-14,2022-02-14T11:23:06.861Z,2024-12-30T13:02:51.669Z
297,MRC549446,4121,undefined Ksar Nouakchott-Ouest,TRN,,Mor,Sissoko,Mor Sissoko,M,PEUL,+22224741319,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,6,,76 Avenue de la Paix,NaN,NaN,0.0256,200,3000,ACTIVE,2021-03-02,2021-03-02T15:42:16.402Z,2024-06-08T14:30:45.615Z
298,MRC268701,5411,undefined du Progrès Dakhlet Nouadhibou,ALM,,Mohamed,Diagana,Mohamed Diagana,M,WOLOF,+22249741319,undefinedduprog@nafadpay.mr,4,Dakhlet Nouadhibou,10,,178 Avenue Gamal,NaN,NaN,0.008,200,5000,ACTIVE,2021-11-21,2021-11-21T19:29:02.582Z,2023-10-07T03:05:38.570Z
299,MRC140208,5411,undefined du Progrès Assaba,ALM,,El Khalil,Sy,El Khalil Sy,M,WOLOF,+22232741319,undefinedduprog@nafadpay.mr,9,Assaba,30,,68 Avenue de la Paix,NaN,NaN,0.0275,200,5000,ACTIVE,2023-12-30,2023-12-30T16:23:00.929Z,2024-08-10T00:25:39.720Z
300,MRC364482,4121,undefined Express Nouakchott-Nord,TRN,,Sidiki,Bathily,Sidiki Bathily,M,PEUL,+22222741319,undefinedexpres@nafadpay.mr,1,Nouakchott-Nord,3,,103 Avenue du Commerce,NaN,NaN,0.0148,200,3000,ACTIVE,2023-08-14,2023-08-14T22:00:33.848Z,2024-02-24T08:34:10.448Z
301,MRC597426,5541,undefined El Wafa Nouakchott-Ouest,CRB,,Saad,Sy,Saad Sy,M,WOLOF,+22246741319,undefinedelwafa@nafadpay.mr,2,Nouakchott-Ouest,4,,140 Avenue Gamal,NaN,NaN,0.0259,1000,20000,ACTIVE,2024-06-27,2024-06-27T09:40:46.514Z,2024-09-19T21:47:37.275Z
302,MRC689829,5411,undefined Capital Nouakchott-Ouest,ALM,,Cheikhna,Sy,Cheikhna Sy,M,WOLOF,+22237741319,undefinedcapita@nafadpay.mr,2,Nouakchott-Ouest,5,,56 Avenue du Commerce,NaN,NaN,0.0287,200,5000,ACTIVE,2024-11-05,2024-11-05T17:51:22.930Z,2024-12-15T12:09:05.362Z
303,MRC176277,5812,undefined El Khair Nouakchott-Nord,RST,,Messoud,Diop,Messoud Diop,M,SONINKE,+22245741319,undefinedelkhai@nafadpay.mr,1,Nouakchott-Nord,1,,196 Avenue du Commerce,NaN,NaN,0.0141,300,5000,ACTIVE,2024-03-25,2024-03-25T16:15:56.348Z,2024-08-26T05:27:32.796Z
304,MRC963293,7299,undefined du Sahel Nouakchott-Nord,SRV,,Ghali,Ould Maloum,Ghali Ould Maloum,M,MAURE,+22234741319,undefineddusahe@nafadpay.mr,1,Nouakchott-Nord,3,,26 Avenue Nasser,NaN,NaN,0.0151,1000,20000,ACTIVE,2024-06-09,2024-06-09T19:17:15.772Z,2024-11-13T13:52:51.947Z
305,MRC708233,4121,undefined El Mouna Nouakchott-Sud,TRN,,Aissata,Ly,Aissata Ly,F,PEUL,+22242741319,undefinedelmoun@nafadpay.mr,3,Nouakchott-Sud,8,,145 Avenue de la Paix,NaN,NaN,0.0275,200,3000,INACTIVE,2021-12-31,2021-12-31T03:36:26.760Z,2024-04-28T22:24:34.779Z
306,MRC088158,4812,undefined de Nouakchott Nouakchott-Sud,TEL,,Moussa,Niang,Moussa Niang,M,PEUL,+22233809388,undefineddenoua@nafadpay.mr,3,Nouakchott-Sud,9,,62 Avenue du Commerce,NaN,NaN,0.0156,500,10000,ACTIVE,2023-03-08,2023-03-08T10:16:31.671Z,2023-11-23T02:11:14.815Z
